Infraccio_Codi;Infraccio_Desc_Curta_CA;Infraccio_Desc_Curta_ES;Infraccio_Desc_Llarga_CA;Infraccio_Desc_Llarga_ES;Data_Inici_Vigencia;Data_Fi_Vigencia;Article;Normativa;Import_Nominal_?;Tipus_Infraccio;Punts_A_Retirar;Autoritat
1463;TRANS PERSONE VEHIC LLOC DIFERENT ADIENT;TRANS PERSON VEHIC LUGAR DIFEREN ADECUAD;Transportar persones en un vehicle en un emplacament diferent a aquell que tenen destinat.;-;2002-01-01;9999-12-31;10. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1464;TRANS PERSON VEHIC MERCADE LLOC CARREGA;TRANS PERSON VEHIC MERCANC LUGAR CARGA;Transportar persones en un vehicle destinat al transport de mercaderies en el lloc destinat a la carrega.;-;2002-01-01;9999-12-31;10. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1466;CONDUIR VEHICLE SENSE LLIBERTAT MOVIMENT;CONDUCIR VEHICULO SIN LIBERTAD MOVIMIENT;Conduir un vehicle sense mantenir la propia llibertat de moviments;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1467;CONDUIR VEHICLE SENSE TENIR CAMP VISIO;CONDUCIR VEHICULO SIN TENER CAMPO VISION;Conduir un vehicle sense mantenir el camp de visio;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1468;CONDUIR VEHICLE SENSE MANTENIR ATENCIO;CONDUCIR VEHICULO SIN MANTENER ATENCION;Conduir un vehicle sense mantenir l'atencio permanent a la conduccio;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1469;CONDUIR VEHIC SENSE MANTEN POSICIO ADIEN;CONDUCIR VEHIC SIN MANTENER POSIC ADECUA;Conduir un vehicle sense mantenir la posicio adequada.;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1471;CONDUIR VEHIC S/ TENIR CURA POSIC PASSAT;CONDUC VEHIC S/ TENER CUID POSIC PASAJER;Conduir un vehicle sense procurar que la resta de passatgers mantinguin la posicio adequada,;-;2010-05-25;9999-12-31;18. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1472;OBRIR PORTES ABANS ATURADA DEL VEHICLE;ABRIR PUERTAS ANTES PARADA DEL VEHICULO;Portar les portes d'un vehicle obertes, o obrir-les abans d'aturar-lo.;-;2002-01-01;9999-12-31;114;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1473;FER US SENYALS ACUSTIQUES SO ESTRIDENT;HACER USO SE/ALES ACUSTICAS SONIDO ESTRI;Fer us dels senyals acustics de so estrident.;-;2002-01-01;9999-12-31;110. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1474;CIRCULA SENTIT CONTRARI A PLACA/GLORIETA/CONFLUENCIA VIES;CIRCULA SENTIDO CONTRARIO EN PLAZA/GLORIETA/CONFLUEN VIAS;Circular per una placa / glorieta / trobada de vies, en sentit contrari de l'estipulat.;-;2016-01-31;9999-12-31;43. 2;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1475;CIRC CARRIL ADDIC SENSE LLUMS POSSICIO;CIRC CARRIL ADICIONAL SIN LUCES DE CRUCE;Circular per un carril addicional abalisat sense portar encesos els llums d'encreuament.;-;2010-05-25;9999-12-31;42. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1476;NO DEIXAR ESQUERRA REFUGI/ILLETA/PLACA;NO DEJAR IZQUIERDA REFUGIO/ISLETA/PLAZA;No deixar a l'esquerra, en vies de doble sentit de circulacio, refugis, illots, places o dispositius de guia.;-;2003-05-21;9999-12-31;43. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1477;CIRCUL S/APROPAR-SE AL COSTAT DE CALCADA;CIRCUL S/ACERCARSE AL BORDE DE CALZADA;Circular per una via sense acostar-se tant com es pugui a la vora dreta de la calcada tot i estar obligat a fer-ho.;-;2002-01-01;9999-12-31;29. 1;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1478;CANVI INNECESARI DE CARRIL FORMA CONTIN;CAMBIO INNECESARIO CARRIL FORMA CONTINUA;Canviar innecessariament de carril de forma constant.;-;2002-01-01;9999-12-31;33;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1479;CIRC INNECESARIA LINEA SEPARACIO CARRILS;CIRC INNECESARIA LINEA SEPARACIO CARRIL;Circular innecessariament sobre la linia de separacio de carrils.;-;2003-05-21;9999-12-31;167;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1480;CIRC CARRIL ADDIC ALTERANT BALISSAMENT;CIRC CARRIL ADIC ALTERANDO BALIZAMIENTO;Circular per un carril addicional de circulacio alterant / envaint els elements d'abalisament.;-;2010-05-25;9999-12-31;42. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1481;CIRC OCUPANT CALCADA MES DEL IMPRESCINDI;CIRC OCUPANDO CALZADA MAS DE LO IMPRESCI;Circular ocupant la calcada mes del que sigui imprescindible estant obligat a fer-ho pel voral.;-;2002-01-01;9999-12-31;36. 1;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1482;CIRCUL FORMA PARAL.LELA A VEHICLES PROHI;CIRCUL FORMA PARALELA A VEHICULOS PROHIB;Circular de forma paral.lela a vehicles que els esta prohibit.;-;2010-05-25;9999-12-31;36. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1483;CIRCULA VEHICLE PER VIA ON TE PROHIBIT L'ACCES;CIRCULA VEHICULO POR VIA DONDE TIENE PROHIBIDO EL ACCESO;Circular amb un velocipede, ciclomotor o cotxe de mobilitat reduida/diversitat funcional per una via no autoritzada.;-;2010-05-25;9999-12-31;38. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1484;VEHIC SUP 3500 KG/7 MT CARRIL NO CORRESP;VEHIC SUP 3500 KG/7 MT CARRIL NO CORRESP;Circular un vehicle de MMA superior a 3.500 kg o mes de 7 m de longitud per un carril diferent del situat mes a la dreta en una calcada de tres carrils o mes.;-;2003-05-21;9999-12-31;32;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1485;CIRC SENTIT CONTRARI VIA DIVIDIDA EN MES D'UNA CALCADA;CIRC SENTIDO CONTRARIO VIA DIVIDIDA EN MAS DE UNA CALZADA;Circular en sentit contrari de l'estipulat en una via dividida en mes d'una calcada.;-;2016-01-31;9999-12-31;44. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1486;CIRC SENSE MANTENIR DISTANCIA ENTRE VEHI;CIRC SIN MANTENER DISTANCIA ENTRE VEHICU;Circular darrere d'un altre vehicle sense mantenir la distancia que li permeti aturar-se, sense col.lisionar, en cas de frenada brusca del que el precedeix;-;2010-05-25;9999-12-31;54. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1498;NO SENYALIT AMB ANTELACIO PARADA/ESTACIO;NO SE/ALIZAR CON ANTELACION PARADA/ESTAC;No senyalitzar amb antelacio suficient una maniobra de parada o estacionament.;-;2010-05-25;9999-12-31;109. 2;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1500;UTILITZAR LLAMPADES PER CASOS NO REGLAME;UTILIZAR DESTELLOS EN CASOS NO REGLAMENT;Utilitzar els llums en forma de rafegues per a finalitats diferents de les previstes reglamentariament.;-;2003-05-21;9999-12-31;100. 2;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1501;NO CEDIR PAS VEHIC SORTINT VIA S/PAVIMEN;NO CEDER PASO VEHIC SALIENDO VIA S/PAVIM;No cedir el pas als vehicles que circulen per una via pavimentada quan se surt d'una sense pavimentar.;-;2010-05-25;9999-12-31;57.1 A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1502;NO CEDIR PAS VEHICLES CIRCULEN PER RAILS;NO CEDER PASO VEHICULOS CIRCUL POR RAIL;No cedir el pas a vehicles que circulen sobre rails.;-;2010-05-25;9999-12-31;57.1 B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1503;DESOBEIR SENYAL/ORDRE AGENT AMB PERILL;DESOBEDECER SENAL/ORDEN AGENTE C PELIGRO;Desobeir els SENYALS i/o les ORDRES D'UN AGENT que regula la circulacio AMB PERILL.;-;2022-03-23;9999-12-31;76;LSV;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1504;NO OBEIR LLUM VERMELL SEMAFOR AMB PERILL;NO OBEDECE LUZ ROJA SEMAFORO CON PELIGRO;No obeir el conductor d'un ciclomotor o motocicleta el LLUM VERMELL d'un semafor AMB PERILL.;-;2022-03-21;9999-12-31;146;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1505;NO OBEIR LLUM VERMELL SEMAFOR AMB PERILL;NO OBEDECE LUZ ROJA SEMAFORO CON PELIGRO;No obeir el conductor d'un vehicle el LLUM VERMELL d'un semafor AMB PERILL.;-;2022-03-21;9999-12-31;146;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1506;NO CEDIR PAS AMB SENYAL CEDIU PAS/STOP;NO CEDER PASO CON SENAL CEDA PASO/STOP;No cedir el pas en interseccio regulada amb senyal de CEDIU EL PAS O STOP obligant a la resta de conductor a fer maniobres brusques AMB RISC DE COL.LISIO.;-;2022-03-21;9999-12-31;56. 5;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1507;NO CEDIR PAS PREFERENT VEHIC VIA ESTRETA;NO CEDER PASO PREFEREN VEHI VIA ESTRECHA;No cedir el pas a un altre vehicle que ha entrat primer en un pas estret.;-;2010-05-25;9999-12-31;60. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1508;NO CEDIR PAS TRAM ESTRETA VEHIC ASCEND;NO CEDER PASO TRAMO ESTRECHO VEH ASCEND;No cedir el pas en un tram estret a vehicles que circulen en sentit ascendent en un tram de gran pendent.;-;2010-05-25;9999-12-31;63. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1509;NO RESPECTAR PAS VIANANTS SENYALITZAT;NO RESPETAR PASO PEATONES SENALIZADO;No respectar el pas de vianants senyalitzat.;-;2010-05-25;9999-12-31;65.1 A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1511;GIRAR VEHICLE SENSE PRIORITZAR PAS VIANA;GIRAR VEHICULO SIN PRIORIZAR PASO PEATON;Girar amb el vehicle per entrar en una altra via sense concedir la prioritat de pas als vianants.;-;2010-05-25;9999-12-31;65.1 B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1512;NO RESPEC PRIORITAT VIANANTS EN ANDANES;NO RESPETAR PRIORIDAD PEATONES EN ARCEN;No respectar la prioritat dels vianants als vorals.;-;2010-05-25;9999-12-31;65.1 C;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1513;NO RESPEC PRIORITAT VIANANTS ZONA PEATON;NO RESPEC PRIORIDAD PEATONES ZONA PEATON;No respectar la prioritat dels vianants en una zona de vianants.;-;2010-05-25;9999-12-31;65. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1514;NO RESP PRIOR VIAN PARADA TRANSP PUBLIC;NO RESP PRIOR PEAT PARADA TRANS PUBLICO;No respectar la prioritat dels vianants en pujar o baixar d'un transport public en una parada senyalitzada.;-;2010-05-25;9999-12-31;65.3 A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1515;NO MODER VELOC EXIGINT-HO CIRCUMSTANCIES;NO MODER VELOC EXIGIENDOLO CIRCUNSTANCIA;Circular amb un vehicle sense moderar la velocitat com exigeixen les circumstancies;-;2010-05-25;9999-12-31;46. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1516;NO RESPEC PRIO TROPES/ESCOLARS/COMITIVES;NO RESPET PRIO TROPAS/ESCOLARES/COMITIVA;No respectar la prioritat de pas a tropes, files escolars en formacio o comitives autoritzades.;-;2010-05-25;9999-12-31;65.3 B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1517;NO CEDIR PAS A ANIMALS EN LLOCS AUTORIZA;NO CEDER PASO A ANIMALES EN LUGAR AUTORI;No cedir el pas als animals que circulen o creuen per passos autoritzats.;-;2010-05-25;9999-12-31;66.1 A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1518;PARAR VEHICLE SEMAFOR QUE LI PROHIBEIX PAS OBSTACULIT CIRCUL;PARAR VEHIC SEMAFORO QUE LE PROHIBE PASO OBSTACULIZ CIRCULAC;Aturar el vehicle davant d'un semafor que li prohibrixi el pas, obstaculitzant la circulacio i no sortir-ne podent-ho fer.;-;2010-05-25;9999-12-31;59. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1519;FER US PRIOR VEHIC URGENCIA FORA SERVEI;UTILIZAR PREFE VEHIC URGENCIA FUERA SERV;Hacer uso de la prioridad de paso los vehiculos de servicio de urgencia sin prestar dicho servicio.;-;2003-05-21;9999-12-31;67;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1520;NO ATURAR MARXA EXIGINT-HO CIRCUMSTANCIE;NO DETENER MARCHA EXIGIENDOLO CIRCUNSTAN;No aturar la marxa del vehicle quan les circumstancies ho exigeixen;-;2010-05-25;9999-12-31;46. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1521;INCORPORAR-SE CIRCULAC SENSE SENYALITZAR;ICORPORARSE CIRCULACION SIN SE/ALIZAR;Incorporar-se a la circulacio sense assenyalar previament la maniobra.;-;2010-05-25;9999-12-31;72. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1522;INCORPORAR-SE VIA RAPIDA SENSE CEDIR PAS;INCORPORARSE VIA RAPIDA SIN CEDER PASO;Incorporar-se a la calcada procedent d'un carril d'acceleracio sense cedir el pas a un altre vehicle, la qual cosa obliga els altres a fer maniobres brusques.;-;2010-05-25;9999-12-31;72. 4;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1523;NO FACILITAR INCORP CIRCUL ALTRES VEHIC;NA FACILITAR INCORP CIRCUL OTROS VEHIC;No facilitar la incorporacio a la circulacio d'altres vehicles podent-ho fer.;-;2010-05-25;9999-12-31;73. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1524;NO FACILITAR INCORPOR CIRCULA TRANS PUBL;NO FACILITAR INCORPOR CIRCULA TRANS PUBL;No facilitar la incorporacio a la circulacio d'un transport col.lectiu de viatgers des d'una parada senyalitzada, podent-ho fer.;-;2010-05-25;9999-12-31;73. 2;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1525;NO S'ENCEN SENYALITZACIO DE FRENADA;NO SE ENCIENDE SENALIZACION DE FRENADO;No encendre's la senyalitzacio de frenada en fer us del sistema de frenada de servei.;-;2002-01-01;9999-12-31;109;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1526;CANVIAR DIRECCIO DESDE CARRIL IMPROCEDEN;CAMBIAR DIRECCION DESDE CARRIL IMPROCEDE;Canviar de direccio des d'un carril que no correspon;-;2010-05-25;9999-12-31;75.1 B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1527;NO SITUAR-SE DRETA ACCES CARRIL DECELERA;NO SITUARSE DERECH ACCESO CARRIL DECELER;No col.locar-se amb prou antelacio al carril mes proxim a la dreta per entrar al carril de desacceleracio.;-;2003-05-21;9999-12-31;77. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1529;CIRCULAR MARXA ENRERA MES DE 15 METRES;CIRCULAR MARCHA ATRAS MAS DE 15 METROS;Circular marxa enrere mes de 15 m.;-;2010-05-25;9999-12-31;80. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1530;NO UTILITZAR CASC CONDUCTORS/OCUPANTS CICLES MENORS 16 ANYS;NO UTILIZAR CASCO CONDUCT Y OCUPANTES CICLOS MENORES 16 ANOS;No utilitzar casc conductors i ocupants de cicles menors de 16 anys;-;2016-01-31;9999-12-31;76.H;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1531;RETROCEDIR EN VIA ON NO ES AUTORITZAT;RETROCEDER VIA DONDE NO ESTA AUTORIZADO;Retrocedir en una via on no estigui autoritzat.;-;2010-05-25;9999-12-31;80. 3;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1532;FER MARXA ENRERA DE MANERA IMPROCEDENT;HACER MARCHA ATRAS DE FORMA IMPROCEDENTE;Fer una maniobra de marxa enrere de forma improcedent.;-;2010-05-25;9999-12-31;81;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1533;AVANCAR PER LA DRETA;ADELANTAR POR LA DERECHA;Avancar per la dreta;-;2010-05-25;9999-12-31;82. 3;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1534;AVANCAR SENSE SENYALITZAR AMB ANTELACIO;ADELANTAR SIN SENALIZAR CON ANTELACION;Fer un avancament sense senyalitzar-lo amb antelacio.;-;2010-05-25;9999-12-31;84. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1536;REINTEGRAR-SE AL CARRIL SENSE SENYALITZ;REINTEGRARSE AL CARRIL SIN SENALIZARLO;Reintegrar-se al carril despres de fer un avancament sense senyalitzar o no fer-ho de manera gradual.;-;2010-05-25;9999-12-31;85. 3;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1537;AVANCAR VEHIC 2/RODES SENSE 1.5 M MARGE FORA POBLAT;ADELANT VEHIC 2/RUEDAS SIN 1.5 M MARGEN FUERA POBLADO;Avancar un vehicle de dues rodes sense deixar 1,50 metres de marge lateral fora de poblat;-;2017-07-08;9999-12-31;85. 4;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1538;NO FACILITAR MANIOBRA AVANCAMENT;NO FACILITAR MANIOBRA DE ADELANTAMIENTO;No facilitar una maniobra d'avancament.;-;2010-05-25;9999-12-31;86. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1539;NO UTILITZAR LLUMS CRUILLA CASOS OBLIGAT;NO UTILIZAR LUCES DE CRUCE CASOS OBLIGAT;No utilitzar llums d'encreuament en els casos obligatoris.;-;2010-05-25;9999-12-31;101. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1541;UTILITZAR LLUMS BOIRA SENSE JUSTIFICACIO;UTILIZAR LUCES NIEBLA SIN JUSTIFICACION;Utilitzar el llum davanter/posterior de boira sense que hi hagi cap causa que ho justifiqui.;-;2010-05-25;9999-12-31;106. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1542;CIRC LLUMS INADEQUAT PRODUINT ENCEGAMENT;CIRC LUCES INADECUA PRODUCIENDO DESLUMBR;Circular amb enllumenat inadequat i produir enlluernament.;-;2010-05-25;9999-12-31;102. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1543;NO PORTAR IL.LUMINADA LA PLACA MATRICULA;NO LLEVAR ILUMINADA LA PLACA MATRICULA;No portar il.luminada la placa de matricula o un altre dispositiu reglamentari.;-;2010-05-25;9999-12-31;103;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1544;CIRC MOTO DE DIA SENSE LLUMS ENCESOS;CIRC MOTO DE DIA SIN LUCES ENCENDIDAS;Circular durant el dia amb una motocicleta sense portar encesos els llums reglamentaris.;-;2010-05-25;9999-12-31;104. A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1545;CIRC PER CARRILS REVERS SENSE LLUMS REGL;CIRC POR CARRILES REVERS SIN LUCES REGL;Circular per carrils reversibles en sentit contrari a la circulacio sense portar encesos els llums reglamentaris.;-;2010-05-25;9999-12-31;104. B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1546;FRENAR EL VEHICLE SENSE SENYALS REGLAMEN;FRENAR EL VEHICULO SIN SENALES REGLAMENT;No advertir la intencio de frenar el vehicle amb els senyals reglamentaris, sempre que sigui possible.;-;2002-01-01;9999-12-31;109.2 C;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1547;NO ATURAR MOTOR VEHICLE LLOC TANCAT;NO PARAR MOTOR VEHICULO LUGAR CERRADO;No parar el motor d'un vehicle en un lloc tancat sempre que s'hi aturi mes de dos minuts.;-;2010-05-25;9999-12-31;115. 2;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1548;NO ATURAR MOTOR VEH DURANT CARGA COMBUST;NO PARAR MOTOR VEH DURANTE CARGA COMBUST;No parar el motor d'un vehicle durant la carrega de combustible.;-;2010-05-25;9999-12-31;115. 3;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1549;NO UTILITZAR CASC HOMOLOGAT I CERTIFICAT CONDUCTOR;NO UTILIZAR CASCO HOMOLOGADO/CERTIFICADOCONDUCTOR;No utilitzar el conductor casc de proteccio homologat i certificat.;-;2022-03-21;9999-12-31;118. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1550;NO UTILITZAR ADEQUADAMENT CASC PROTECCIO CONDUCTOR;NO UTILIZAR ADECUADAMENTE CASCO PROTECCION CONDUCTOR;No utilitzar el conductor adequadament el casc de proteccio (especifiqueu-ne l'us inadequat).;-;2022-03-21;9999-12-31;118. 1;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1551;CIRCUL ANIMALS SENSE CONDUCTOR S/PERILL;CIRCUL ANIMALES SIN CONDUCTOR S/PELIGRO;Circular animals de tir, de carrega, de sella o bestiar sense conductor.;-;2002-01-01;9999-12-31;127. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1553;NO AJUDAR RESTABLIR TRANSIT EN ACCIDENT;NO AYUDAR RESTABLEC TRAFICO EN ACCIDENTE;No esforcar-se, la persona implicada en un accident de transit, en restablir o mantenir la seguretat de la circulacio;No esfozarse, la persona implicada en un accidente de trafico, en restablecer o mantener la seguridad de la circulacion;2022-09-10;9999-12-31;129. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1556;NEGAR-SE DONAR DADES IMPLICAT EN ACCIDEN;NEGARSE A DAR DATOS IMPLICADO EN ACCIDEN;Negar-se, una persona implicada en un accident, a facilitar les seves dades.;-;2010-05-25;9999-12-31;129.2 F;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1558;NO OBEIR ELS SENYALS DELS BALISAMENTS;NO OBEDECER SENALES DE BALIZAMIENTO;No obeir senyals d'ABALISAMENT;-;2003-05-21;9999-12-31;144. 2;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1559;NO OBEIR SEMAFOR VERMELL QUADRAT/CARRIL;NO OBEDECER SEMAFOR ROJO CUADRADO/CARRIL;No obeir el LLUM VERMELL en forma d'aspa d'un semafor quadrat o de carril.;-;2010-05-25;9999-12-31;147.A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1560;NO OBEIR SEMAFOR RESERVAT DETERM VEHICLE;NO OBEDECER SEMAF RESERV DETERMIN VEHIC;No obeir el senyal d'un semafor reservat a determinats vehicles;-;2010-05-25;9999-12-31;148;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1561;NO OBEIR SENYAL DE RESTRICCIO DE PAS;NO OBEDECER SENAL DE RESTRICCION DE PASO;No obeir un senyal de RESTRICCIO DE PAS;-;2003-05-21;9999-12-31;153;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1562;NO OBEIR MARQUES GROGUES;NO OBEDECER MARCAS AMARILLAS;No obeir MARQUES GROGUES;-;2002-01-01;9999-12-31;171;RGC;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1563;NO OBEIR SENYALS HORITZONTALS CIRCULACIO;NO OBEDECER SENALES HORIZONT CIRCULACION;No obeir SENYALS HORITZONTALS de circulacio;-;2002-01-01;9999-12-31;169;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1564;NO OBEIR MARQUES HORITZONTALS CIRCULACIO;NO OBEDECER MARCAS HORIZONTALES CIRCULAC;No obeir MARQUES HORITZONTALS de circulacio (FLETXES DEL PAVIMENT).;-;2019-08-29;9999-12-31;169-d;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1565;NO RESPECT LINIA DETENCIO SEMAF VERMELL;NO RESPET LINEA DETENCION SEMAFORO ROJO;No aturar-se davant la linia de detencio mes proxima al semafor amb llum vermell.;-;2003-05-21;9999-12-31;146. 1;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1566;CIRC PER ZONA EXCLOSA AMB ZEBRAT/LIN CON;CIRC POR ZONA EXCL CON CEBRADO/LINEA CON;Travessar per una zona exclosa a la circulacio (RATLLAT ZEBRAT) emmarcada amb una linia continua.;-;2002-01-01;9999-12-31;170;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1567;CIRCULAR MARXA ENRERA EN CRUILLA;CIRCULAR MARCHA ATRAS EN CRUCE;Circular marxa enrere en un encreuament.;-;2010-05-25;9999-12-31;80. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1569;CANVI DE SENTIT PROHIBIT S/P;CAMBIO DE SENTIDO PROHIBIDO S/P;Fer un canvi de sentit de la marxa alla on alguna norma ho prohibeixi;-;2010-05-25;9999-12-31;79. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1570;CANVI SENTIT DE LA MARXA AMB PERILL;CAMBIO SENTIDO DE LA MARCHA CON PELIGRO;Fer un canvi de sentit de la marxa amb perill.;-;2022-03-23;9999-12-31;78. 1;RGC;200;M;0;Il.lm./a Sr./a  Regidor/a de Mobilitat
1571;CIRC SENSE ENLLUMENAT REGLAMENT ENCES;CIRC SIN ALUMBRADO REGLAMENT ENCENDID;Circular sense llums reglamentaris encesos en situacions de falta o disminucio de visibilitat;-;2010-05-25;9999-12-31;101. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1572;CIRC SENSE ENLLUMENAT REGLAMENT ENCES AMB PERILL;CIRC SIN ALUMBRADO REGLAMENT ENCENDIDO CON PELIGRO;Circular sense els llums reglamentaris encesos en situacions de falta o disminucio de visibilitat, amb perill.;-;2010-05-25;9999-12-31;101. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1573;NO RESPECTAR PRIORITAT CICLISTES;NO RESPETAR PRIORIDAD CICLISTAS;No respectar la prioritat de pas dels ciclistes que circulen per un carril bici, un pas de ciclistes o un voral degudament senyalitzats.;-;2010-05-25;9999-12-31;64. A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
