Infraccio_Codi;Infraccio_Desc_Curta_CA;Infraccio_Desc_Curta_ES;Infraccio_Desc_Llarga_CA;Infraccio_Desc_Llarga_ES;Data_Inici_Vigencia;Data_Fi_Vigencia;Article;Normativa;Import_Nominal_?;Tipus_Infraccio;Punts_A_Retirar;Autoritat
1576;AVANCAR BICI / CICLOM POSANT PERILL CICLIST SENTIT CONTRARI;AVANZAR BICI/CICLO PONIENDO PELIGRO CICLIST SENTIDO CONTRARI;Avancar un vehicle a bicicleta o ciclomotor posant en perill o entorpint a ciclistes que circulen en sentit contrari, inclos arcen;-;2022-03-21;9999-12-31;85. 4;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1577;AVANCAR INTERSECCIO AMB VIA CICLISTES;ADELANTAR INTERSEC CON VIA CICLISTAS;Avancar en una interseccio amb vies per a ciclistes.;-;2010-05-25;9999-12-31;87.1 B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1579;NO APAGA RADIO-MOBIL CARREG COMBUSTIB;NO APAGA RADIO-MOV CARGANDO COMBUSTIB;No apagar la radio d'un vehicle o el telefon mobil durant la carrega de combustible.;-;1900-01-03;9999-12-31;115. 4;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1580;CANVI SENTIT TUNEL/PAS INFERIOR;CAMBIO SENTIDO TUNEL/PASO INFERIOR;Fer un canvi de sentit de la marxa en un tunel o un pas inferior.;-;2010-05-25;9999-12-31;79. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1581;MARXA ENRERA EN TUNEL O PAS INFERIOR;MARCHA ATRAS EN TUNEL/PASO INFERIOR;Fer una maniobra de marxa enrere de forma improcedent en un tunel o pas inferior.;-;2010-05-25;9999-12-31;95. 6;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1582;AVANCAR SENSE ESPAI SUFICIENT LATERAL;ADELANTAR SIN ESPACIO SUFICIENTE LATE;Avancar sense deixar espai suficient entre els dos vehicles lateralment per fer la maniobra amb seguretat.;-;2010-05-25;9999-12-31;85. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1583;NO RESPECTA PRIORITAT CICLISTA AMB PERILL;NO RESPETA PRIORIDAD CICLISTA CON PELIGRO;No respectar la prioritat de pas dels ciclistes amb perill.;-;2022-03-21;9999-12-31;64;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1584;RETROCEDIR AMB PERILL EN VIA ON NO ES AUTORITZAT;RETROCEDER CON PELIGRO EN VIA DONDE NO ESTA AUTORIZADO;Retrocedir en una via on no estigui autoritzat amb perill.;-;2022-03-21;9999-12-31;80. 3;RGC;200;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1585;CONDUIR UTILITZANT TELEFON;CONDUCIR UTILIZANDO TELEFONO;Conduir un vehicle utilitzant dispositius de telefonia mobil.;-;2022-03-21;9999-12-31;18. 2;RGC;200;M;3;Il.lm./a Sr./a  Regidor/a de Mobilitat
1586;PARAR CONSTITUINT RISC A CIRCULACIO O VIANANTS AMB PERILL;PARAR CONSTITUYENDO RIESGO CIRCULACION/PEATONES CON PELIGRO;Parar de manera que constitueixi risc a la circulacio o als vianants amb perill.;-;2009-11-25;9999-12-31;94. 1;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1587;ESTACIONAR AMB RISC A CIRCULACIO/VIANANTS AMB PERILL;ESTACIONAR CON RIESGO A CIRCULACION/PEATONES CON PELIGRO;Estacionar de manera que constitueixi risc a la circulacio o als vianants amb perill.;-;2010-05-25;9999-12-31;94. 2;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1588;PARAR CARRIL TRANS PUBLIC GREU PERTORBACIO/RISC/PERILL;PARAR CARRIL TRANS PUBLIC GRAVE PERTURBAC/RIESGO/PELIGRO;Parar en carril destinat al transport public urba creant-hi greu pertorbacio, risc o perill.;-;2009-11-25;9999-12-31;94. 1;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1589;ESTACIONA CARRIL T PUBLIC GREU PERTORBACIO/RISC/PERILL;ESTACIONAR CARRIL T PUBLIC GRAVE PERTURBAC/RIESGO/PELIGRO;Estacionar en carril destinat al transport public urba creant-hi greu pertorbacio, risc o perill.;-;2010-05-25;9999-12-31;94. 2;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1590;NO UTILITZAR EL CINTURO DE SEGURETAT L'OCUPANT;NO UTILIZAR CINTURON DE SEGURIDAD EL OCUPANTE;Circular sense utilitzar, degudament cordats, el passatger d'un vehicle, el cinturo de seguretat;-;2010-05-25;9999-12-31;117. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1591;CONDUIR UTILITZANT AURICULARS/CASCS;CONDUCIR UTILIZANDO AURICULARES/CASCOS;Conduir un vehicle a motor utilitzant auriculars connectats a aparells receptors o reproductors de so.;-;2022-03-21;9999-12-31;18. 2;RGC;200;M;3;Il.lm./a Sr./a  Regidor/a de Mobilitat
1592;CIRCULAR EN BICICLETA FORA DE CARRIL QUAN EXISTEIXI;CIRCULAR EN BICICLETA FUERA DE CARRIL CUANDO EXISTA;Circular en bicicleta per fora del carrils habilitats per a bicicletes o per fora de la calcada o via senyalitzada per la circulacio d'aquesta;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1593;CIRCULAR O ROMANDRE EL VIANANT PEL CARRIL BICI;CIRCULAR O PERMANECER EL PEATON EN CARRIL BICI;Caminar o ocupar un vianant els carrils bici o travessar-los sense respectar la prioritat dels ciclistes;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1594;NO RESPECTA BICICLETA LA PREFERENCIA DE PAS DE VIANANTS;NO RESPETA BICICLETA LA PREFERENCIA DE PASO DE PEATONES;Circular en bicicleta per carrers bici, zones de vianants i voreres habilitades sense respectar la preferencia dels vianants;-;2019-01-08;9999-12-31;10;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1595;CIRCULAR BICICLETA A VELOCITAT INADEQUADA EN CARRIL BICI;CIRCULAR BICICLIETA A VELOCIDAD INADECUADAEN CARRIL BICI;Circular en bicicleta pel carril bici a una velocitat inadequada;-;2019-01-08;9999-12-31;10;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1600;CIRCULAR BICICLETA VORERA MENYS 5 METRES I 3 M ESPAI LLIURE;CIRCULAR BICICLETA ACERA MENOS 5 M Y 3 M DE ESPACIO LIBRE;Circular en bicicleta per una vorera, andana o passeig de menys de 5 metres i 3 metres d'espai lliure;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1601;NO RESPECTAR CONDICIO CIRCULACIO ESPAI RESERVAT VIANANTS;NO RESPETAR CONDICIONES CIRCULACION ESPACIO RESERVADO PEATON;Circular en bicicleta per zones de vianants i voreres habilitades a menys de 1 metre de les facanes o sense extremar les mesures respecte a la incorporacio de ciutadans dels immobles a la vorera;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1603;CIRCULAR BICICLETA RECOLZAT EN UNA RODA O AGAFAT A VEHICLE;CIRCULAR BICICLETA APOYADO EN UNA RUEDA O COGIDO A VEHICULO;Circular en bicicleta recolzat nomes en una roda;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1605;NO RESPECTAR VEHICLE MOTOR DISTANCIA SEGURETAT A BICICLETA;NO RESPETAR VEHICULO MOTOR DISTANCIA SEGURIDAD A BICICLETA;Circular un vehicle darrera d'una bicicleta sense respectar la distancia de seguretat prudencial i proporcional a la velocitat de com a minim de 3 metres;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1606;CIRCULAR BICICLETA SENSE TIMBRE LLUMS O REFLECTANTS;CIRCULAR BICICLETA SIN TIMBRE LUCES O REFLECTANTES;Circular en bicicleta sense dur els elements que permetin la seva correcta visualitzacio pels vianants i conductors;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1607;CIRCULAR BICICLETA AMB REMOLC NO HOMOLOGAT;CIRCULAR BICICLETA CON REMOLQUE NO HOMOLOGADO;Circular en bicicleta transportant carrega, animals o mercaderies, utilitzant remolcs, semiremolcs, semi bicis o altres elements sense homologar;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1608;CIRCULAR BICI AMB MENOR 7 ANYS SENSE SEIENT HOMOLOGAT O CASC;CIRCULAR BICI CON MENOR 7 ANOS SIN ASIENTO HOMOLOGADO O CASC;Circular en bicicleta portant un menor de 7 anys sense seient homologat o sense cas homologat;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1609;ESTACIONAR BICICLETA EN LLOC NO AUTORITZAT;ESTACIONAR BICICLETA EN LUGAR NO AUTORIZADO;Estacionar una bicicleta i lligar-la en llocs no autoritzats;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1614;NO RESPECTAR EL VIANANT LLUM VERMELLA SEMAFOR AMB PERILL;NO RESPETAR EL PEATON LA LUZ ROJA DE UN SEMAFORO CON PELIGRO;No respectar el vianant llum vermella semafor amb perill;No respetar el peaton la luz roja de un semaforo con peligro;2018-01-11;9999-12-31;145.A;RGC;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1615;CANVI DIRECCIO AMB PERILL;CAMBIO DIRECCIO CON PELIGRO;Fer un canvi de direccio amb perill;-;2022-12-19;9999-12-31;76. 1;RGC;200;M;0;Il.lm./a Sr./a  Regidor/a de Mobilitat
1616;CIRCULAR EN UNA BICICLETA MES PERSONES DE LES PERMESES;CIRCULAR EN UNA BICICLETA MAS PERSONAS DE LAS PERMITIDAS;Circular en una bicicleta un numero de persones superior al que per construccio pot transportar;-;2019-01-08;9999-12-31;71.T 2;OCVV;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1617;CONDUIR BICI/VMP/CICLE AMB AURICULARS CONNECTATS APARELLS;CONDUCIR BICI/VMP/CICLO CON AURICULARES CONECTADOS APARATOS;Conduir una BICI/VMP/CICLE utilitzant auriculars connectats a aparells receptors o reproductors de so.;-;2017-07-01;9999-12-31;18. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1618;CONDUIR BICI/VMP/CICLE UTILITZANT TELEFONIA MOBIL;CONDUCIR BICI/VMP/CICLO UTILIZANDO TELEFONIA MOBIL;Conduir una BICI/VMP/CICLE utilitzant dispositius de telefonia mobil.;Conducir una BICI/VMP/CICLO utilizando dispositivos de telefonia movil.;2017-07-01;9999-12-31;18. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1619;DESOB VIANANT/ CONDUC /BICI/VMP/CICLE AGENT/SENYAL AMB PERIL;DESOB PEATON /CONDUC BICI/VMP/CICLO, AGENTE/SENAL CON PELIGR;Desobeir el vianant o conductor d'una bicicleta/vehicle mobilitat personal (VMP) els SENYALS i/o les ORDRES D'UN AGENT que regula la circulacio AMB PERILL.;-;2017-07-01;9999-12-31;56. 2;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1620;CONDUIR UTILITZANT MANUALMENT NAVEGADORS;CONDUCIR UTILIZANDO MANUALMENTE NAVEGADORES;Conduir utilitzant manualment navegadors;-;2022-03-23;9999-12-31;18. 2;RGC;200;M;3;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1621;NO UTILITZAR PASSATGER CASC CICLOMOTOR RESPON CONDUCTOR;NO UTILIZAR PASAJERO CASCO CICLOMOTOR RESPONDE CONDUCTOR;No utilitzar el passatger casc de proteccio circulant en ciclomotor.;-;1900-01-03;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1622;NO UTILITZAR PASSATGER CASC MOTOCICLETA RESPON CONDUCTOR;NO UTILIZAR PASAJERO CASCO MOTOCICLETA RESPONSABLE CONDUCT;No utilitzar el passatger casc de proteccio circulant en motocicleta.;-;1900-01-03;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1623;NO UTILITZAR CASC PASSATGER 3/4 RODES RESPONSABLE CONDUCTOR;NO UTILIZAR CASCO PASAJERO 3/4 RUEDAS RESPONSABLE CONDUCTOR;"No utilitzar el passatger casc de proteccio circulant en vehicles de tres rodes o quadricicles, o vehicles especials tipus \\""\""\""quad\""\""\""\"".""";-;1900-01-03;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1624;NO UTILITZAR PASSATGER CASC HOMOLOGAT I CERTIFICAT;NO UTILIZAR PASAJERO CASCO HOMOLOGADO Y CERTIFICADO;No utilitzar el passatger casc de proteccio homologat i certificat;-;1900-01-03;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1625;NO UTILITZAR ADEQUADAMENT PASSATGER CASC;NO UTILIZAR ADECUADAMENTE PASAJERO CASCO;No utilitzar el passatger adequadament el casc de proteccio circulant en motocicleta, ciclomotor o sidecar;-;1900-01-03;9999-12-31;118. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1626;NO DEMANAR AUX SANITARI PER VICTIMES IMPLICAT EN ACCIDENT;NO PEDIR AUX SANITARIO PARA VICTIMAS IMPLICADO EN ACCIDENTE;No demanar auxili sanitari per a les victimes, en trobar-se implicat en un accident de circulacio;No pedir auxilio sanitario para las victimas, encontrandose implicadas en un accidente de circulacion;2022-09-10;9999-12-31;129;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1628;NO IMPEDIR LA CONDUCCIO A QUI MAI HA OBTINGUT PERMIS/LLICENC;NO IMPEDIR LA CONDUCCION A QUIEN NO HA OBTENIDO PERMISO/LICE;Incomplir l'obligacio d'impedir que el vehicle sigui conduit per qui mai ha obtingut el permis o llicencia de conduccio corresponent;-;2016-01-31;9999-12-31;76.V;LSV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1629;CONDUIR VEHICLE SERV URGENT POSANT EN PERILL RESTAUSUARIS;CONDUCIR VEHICULO SERV URGENTE PONIENDO EN PELIGRO USUARIOS;Conduir un vehicle prioritari en servei urgent sense prendre les precaucions necessaries per no posar en perill a la resta d'usuaris.;-;1900-01-03;9999-12-31;68. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1630;FER US SENYALS ACUSTICS SENSE MOTIU ESTABLERT;HACER USO SENALES ACUSTICAS SIN MOTIVO ESTABLECIDO;Fer us dels senyals acustics sense motiu reglamentariament establert.;-;1900-01-03;9999-12-31;110. 1;RGC;60;M;0;Il.lm./a Sr./a Regidor/a del Districte
1631;OBRIR PORTES VEHICLE SENSE CONSIDERAR EL PERILL QUE IMPLICA;ABRIR PUERTAS VEHICULO NO CONSIDERANDO PELIGRO QUE IMPLICA;Obrir les portes del vehicle sense haver-ne adonat previament de que no implica perill pels altres usuaris;-;1900-01-03;9999-12-31;114. 1;RGC;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1632;CONDUIR BICI/VMP/CICLE DE MANERA MANIFESTAMENT TEMERARIA;CONDUCIR BICI/VMP/CICLO MANERA MANIFIESTAMENTE TEMERARIA;Conduir una BICI/VMP/CICLE de manera manifestament temeraria.;-;2017-07-01;9999-12-31;3. 1;RGC;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1633;ENVAIR BICICLETA SENTIT CONTRARI CIRCULACIO AMB PERILL;INVADIR BICICLETA SENTIDO CONTRARIO CIRCULACION CON PELIGRO;Envair una bicicleta el sentit contrari de la circulacio amb perill.;-;1900-01-03;9999-12-31;29. 1;RGC;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1634;CIRCULAR BICICLETA PER PLACA/TOBADA VIES EN SENTIT CONTRARI;CIRCULAR BICICLETA EN ENCUENTRO VIAS EN SENTIDO CONTRARIO;Circular una bicicleta per una placa / glorieta / trobada de vies, en sentit contrari de l'estipulat.;-;1900-01-03;9999-12-31;43. 2;RGC;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1635;CIRCULAR BICICLETA SENTIT CONTRARI EN VIA VARIES CALCADES;CIRCULAR BICICLETA SENTIDO CONTRARIO EN VIA VARIAS CALZADAS;Circular una bicicleta en sentit contrari de l'estipulat en una via dividida en mes d'una calcada.;-;1900-01-03;9999-12-31;44. 1;RGC;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1636;FER GIR AMB BICICLETA CREANT PERILL ALS QUE S'ACOSTEN;GIRAR CON BICICLETA CREANDO PELIGRO A LOS QUE SE ACERCAN;Girar una bicicleta creant perill per als que s'acosten en sentit contrari.;-;1900-01-03;9999-12-31;74. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1637;BICICLETA FENT CANVI DE SENTIT DE LA MARXA AMB PERILL;BICICLETA HACIENDO CAMBIO SENTIDO DE LA MARCHA CON PELIGRO;Fer una bicicleta un canvi de sentit de la marxa amb perill.;-;1900-01-03;9999-12-31;79. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1639;BICI/VMP/CICLE NO OBEIR SENYAL CEDIU EL PAS/STOP CREANT RISC;BICI/VMP/CICLO NO RESPET SENAL CEDA PASO/STOP CREANDO RIESGO;No cedir una BICI/VMP/CICLE el pas en interseccio regulada amb senyal de CEDIU EL PAS O STOP obligant a la resta de conductor a fer maniobres brusques AMB RISC DE COL.LISIO.;-;2017-07-01;9999-12-31;56. 5;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1640;CIRCULAR VEHICLE INCOMPLEIX CONDIC TEC AFECTANT SEGURET VIAL;CIRCULAR VEHICULO INCUMPLE CONDIC TEC AFECTAND SEGURID VIAL;Circular amb un vehicle que incompleix les condicions tecniques que afecten greument la seguretat viaria;Circular con un vehiculo que incumple las condiciones tecnicas que afectan gravemente la seguridad vial;2017-09-19;9999-12-31;77.LL;LSV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1642;CIRCULAR BICI PEDALEIG ASSISTIT INCOMP REQUISITIS/PEDAL ASS;CIRCULAR BICI PEDALEO ASISTIDO INCUMP REQUISITOS/PEDAL ASIS;Circular amb una bicicleta de pedals amb pedaleig assistit que no compleix amb els requisits exigits per normativa aplicacio (pedaleig assistit assimilable a vehicle a motor);Circular con una bicicleta de pedales con pedaleo asistido que no cumple con los requisitos exigidos por normativa de aplicacion (pedaleo asistido asimilable a vehiculo de motor);2021-04-22;9999-12-31;71.T 3.1d;OCVV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1643;CIRCULAR BICI PEDALEIG ASSISTIT INCOMP REQUISITIS/POTEN SUP;CIRCULAR BICI PEDALEO ASISTIDO INCUMP REQUISITOS/POTEN SUP;Circular amb una bicicleta de pedals amb pedaleig assistit que no compleix amb els requisits exigits per normativa aplicacio (potencia superior a establerta per normativa, assimilable a vehicle a motor);Circular con una bicicleta de pedales con pedaleo asistido que no cumple con los requisitos exigidos por normativa de aplicacion (potencia superior a la establecida por normativa, asimilable a vehicle a motor);2021-04-22;9999-12-31;71.T 3.1d;OCVV;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1650;PORTAR MECANISME DETECCIO RADAR CINEMOMETRE;LLEVAR MECANISMO DETECCION RADAR CINEMOMETRO;Conduir un vehicle que portin mecanismes de deteccio de radars o cinemometres;-;2022-03-23;9999-12-31;13. 6;LSV;200;M;3;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1651;CAIGUDA CARREGA MAL CONDICIONADA D'UN VEHICLE CREANT PERILL;CAIDA CARGA MAL CONDICIONADA DE UN VEHICULO CREANDO PELIGRO;Circular amb un vehicle la carrega del qual ha caigut a la via, pel seu mal condicionament, creant greu perill per a la resta dels usuaris;-;2016-01-31;9999-12-31;77.B;LSV;500;E;0;Il.lm./a Sr./a Regidor/a del Districte
1652;CIRCULAR INCOMPLINT CONDIC.D'AUTORITZACIO ADMVA QUE HABILITA;CIRCULAR INCUMPLIENDO CONDIC.DE AUTORIZACION ADM.QUE HABILIT;Circular amb vehicle que no tingui l'autoritzacio administrativa corresponent, amb autoritzacio que no sigui valida per no complir requisits exigits reglamentariament, o incomplint condicions autoritzacio administrativa que n'habilita circulacio;-;2016-01-31;9999-12-31;77.L;LSV;500;M;0;Il.lm./a Sr./a Regidor/a del Districte
1653;INSTAL.LAR INHIBIDOR RADAR/CINEMOMETRE/ALTRES MECANISMES;INSTALAR INHIBIDOR RADAR/CINEMOMETRO/OTROS MECANISMOS;Instal.lar inhibidors de radar  o cinemometres o d'altres mecanismes per interferir en correcte  funcionament sistemes  vigilancia de transit;-;2016-01-31;9999-12-31;77.P;LSV;3000;E;0;Il.lm./a Sr./a Regidor/a del Districte
1658;COMPLIMENTAR COMUNICAT ACCIDENT EN LLOC NO SEGUR;CUMPLIMENTAR COMUNICADO ACCIDENTE EN LUGAR NO SEGURO;Vehicle accidentat: complimentar el comunicat accident dins de la plataforma de circulacio i no fer-ho en un lloc segur fora de la via;Vehiculo accidentado: cumplimentar el comunicado de accidente en la plataforma de circulacion y no hacerlo en un lugar seguro fuera de la via;2021-06-10;9999-12-31;130. 5;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1659;DETENIR VEHICLE CREANT PERILL IMPLICAT ACCIDENT CIRCULACIO;DETENER VEHICULO CREANDO PELIGRO IMPLICADO ACCIDENTE CIRCULA;Detenir el vehicle de manera que crea un nou perill per a la circulacio, en trobar-se implicat en un accident de circulacio;Detener el vehiculo de manera que crea un nuevo peligro para la circulacion, al encontrarse implicado en un accidente de circulacion;2022-04-27;9999-12-31;129.2A;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1660;NO RESPECTAR RESTRICCIONS ZONES BAIXES EMISSIONS;NO RESPETAR RESTRICCIONES ZONAS BAJAS EMISIONES;No respectar les restriccions de circulacio de les zones de baixes emissions;No respetar las restricciones de circulacion de las zonas de bajas emisiones;2022-05-10;9999-12-31;76. Z3;LSVZBE;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1661;NO RESPECTAR RESTRICCIONS PROTOCOLS ESPISODIS CONTAMINACIO;NO RESPETAR RESTRICCIONES PROTOCOLES ESPISODIOS CONTAMINACIO;No respectar les restriccions de circulacio derivades aplicacio dels protocols davant episodis de contaminacio;No respetar las restricciones de circulacion derivadas de la 'aplicacion de los protocolos en episodios de contaminacion;2023-08-09;9999-12-31;76. Z3;LSVZBE;260;M;0;Il.lm./a Sr./a Regidor/a del Districte
1665;NO FACILITAR IDENTITAT A AGENTS IMPLICAT ACCIDENT CIRCULACIO;NO FACILITAR IDENTIDAD A AGENTE IMPLICADO ACCIDENTE CIRCULAC;No facilitar la identitat als agents de l'autoritat, en trobar-se implicat en un accident de circulacio;No facilitar la identidad a los agentes de la autoridad, al encontrarse implicado en un accidente de circulacion;2022-05-14;9999-12-31;129.2B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1666;NO COL.LABORAR AMB AGENTS IMPLICAT ACCIDENT CIRCULACIO;NO COLABORAR CON AGENTES IMPLICADO ACCIDENTE CIRCULACION;No col.laborar amb els agents de l'autoritat, en trobar-se implicat en un accident de circulacio;No colaborar con los agentes de la autoridad, al encontrarse implicado en un accidente de circulacion;2022-05-14;9999-12-31;129.2B;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1667;MODIFICAR ESTAT COSES IMPLICAT ACCIDENT CIRCULACIO;MODIFICAR ESTADO COSAS IMPLICADO ACCIDENTE CIRCULACION;Modificar l'estat de les coses i de les empremtes o altres proves que poden resultar utils per determinar responsabilitats, en trobar-se implicat en un accident de circulacio;Modificar el estado de las cosas y de las huellas u otras pruebas que pueden resultar utiles para determinar responsabilidades, al encontrarse implicado en un accidente de circulacion;2022-05-14;9999-12-31;129.2C;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1668;NO PRESTAR A VICTIMES AUXILI IMPLICAT ACCIDENT CIRCULACIO;NO PRESTAR A VICTIMAS AUXILIO IMPLICADO ACCIDENTE CIRCULACIO;No prestar a les victimes l'auxili que resulti mes adequat, en trobar-se implicat en un accident de circulacio;No prestar a las victimas el auxilio que resulte mas adecuado, al encontrarse implicado en un accidente de circulacion;2022-05-14;9999-12-31;129.2D;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1670;NO AVISAR AGENTS EN ACCIDENT AMB VICTIMES;NO AVISAR AGENTES EN ACCIDENTE CON VICTIMAS;No avisar als agents de l'autoritat, en trobar-se implicat en un accident de circulacio amb victimes;no avisar a los agentes de la autoridad, al encontrarse implicado en un accidente de circulacion con victimas;2022-05-15;9999-12-31;129.2E;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1671;ABANDONAR IMPLICAT EL LLOC ACCIDENT DE CIRCULACIO;ABANDONAR IMPLICADO EL LUGAR ACCIDENTE CIRCULACION;Abandonar el lloc de l'accident abans que arribin els agents, quan hi ha ferits o morts, trobant-s'hi implicat;Abandonar el lugar del accidente antes de que lleguen los agentes, cuando hay heridos, encontrandose implicado;2023-02-22;9999-12-31;129.2E;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1672;NO FACILITAR DADES VEHIICLE ACCIDENT A ALTRES PERSONES;NO FACILITAR DATOS VEHICULO ACCIDENTE A OTRAS PERSONAS;No facilitar les dades del vehicle a altres persones implicades en un accident de circulacio;No facilitar les dades del vehicle a altres persones implicades en un accident de circulacio;2022-05-15;9999-12-31;129.2G;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1673;NO AUXILIAR VICTIMA ACCIDENT USUARI NO IMPLICAT;NO AUXILIAR VICTIMA ACCIDENTE USUARIO NO IMPLICADO;No auxiliar o no sol.licitar l'auxili necessari per a les victimes d'un accident de circulacio depres d'adonar-se'n, un usuari de la via que no esta implicat en l'accident;No auxiliar o no solicitar el auxilio necesario para las victimas de un accidente de circulacion despues de darse cuenta, un usuario de la via que no esta implicado en el accidente;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1674;DETENIR VEHICLE QUE CREA NOU PERILL EN ACCIDENT;DETENER VEHICULO QUE CREA NUEVO PELIGRO EN ACCIDENTE;Detenir el vehicle de manera que crea un nou perill per a la circulacio, un usuari de la via en adonar-se d'un accident de circulacio;Detener el vehiculo de manera que crea un nuevo peligro para la circulacion, un usuario de la via al darse cuenta de un accidente de circulacion;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1675;NO FACILITAR IDENTITAT AGENTS TESTIMONI ACCIDENT CIRCULACIO;NO FACILITAR IDENTIDAD AGENTE TESTIGO ACCIDENTE CIRCULAC;No facilitar la identitat als agents de l'autoritat quan resulti necessari, un usuari de la via que adverteix un accident de circulacio;No facilitar la identidad a los agentes de la autoridad cuando resulte necesario, un usuario de la via que advierte un accidente de circulacion;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
1676;NO PRESTAR COLLABORACIO RESTABLIR SEGURETAT TESTIMONI ACCIDE;NO PRESTAR COLABORACION RESTABLECER SEGURIDAD TESTIGO ACCI;No prestar col.laboracio per restablir la seguretat del transit, un usuari de la via que adverteix un accident de circulacio;No prestar colaboracion para restablecer la seguridad del trafico, un usuario de la via que advierte un accidente de circulacion;2022-05-17;9999-12-31;129. 3;RGC;80;M;0;Il.lm./a Sr./a Regidor/a del Districte
